	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
quarter	-12.410542	-12.359835	-18.134020	-9.746547	-8.507161	-9.460044	-12.842474	-11.563146	-5.403996	-11.444699	-13.631072	-14.467196	-2.823089	-6.784349	4.645543	0.682489	-5.184882	-8.723357	6.702797	2.097538	-4.002354	-0.086508	-11.418756	-12.089973	-15.183332	-13.078580	0.994421	-0.762433	-13.759700	-11.301131	-9.990078	-14.677819	-13.332551	2.647693	-0.559603	-3.771459	-0.219987	-0.031595	-5.010767	-7.562053	-15.174399	-12.493002	-13.183209	-8.021164
rose	-7.175372	-7.813176	-10.406629	-11.542544	-10.149306	-6.460787	-8.354244	-12.079500	-8.001275	-5.781649	-0.946662	-6.455292	-3.383102	-1.323889	0.828367	-0.950672	-6.024723	-4.718571	2.971730	-0.217890	-6.370415	-2.167870	-9.070397	-7.807847	-6.277332	-11.708434	-0.058115	-2.999393	-6.105147	-5.358263	-7.724944	-5.918452	-8.752040	2.201935	4.661374	-3.080086	0.187865	0.693226	-4.917817	-4.559071	-10.930221	-4.736213	-6.848145	-7.523132
to	-7.370830	-4.893897	-9.857117	-6.934582	-7.926226	-5.977903	-9.050160	-8.278963	-4.385123	-0.491133	-0.546777	-10.657193	-5.737771	0.964524	-0.068176	-9.338073	-6.620224	-0.716983	1.418302	0.703826	-8.213395	-3.615532	-12.746425	-8.874119	-4.982430	-9.475069	-0.022342	-12.329858	-5.137251	-2.444807	-7.019334	11.519252	-9.869136	0.594648	-1.909645	-7.882371	-2.838066	-0.439542	-6.843638	-6.426378	-1.670548	-10.562876	-7.233404	-7.268418
$	-14.087613	18.758610	-15.603622	-7.271624	-8.334426	-18.598043	-16.353340	-12.696597	-10.622141	-1.425856	-5.629661	-16.885309	-16.599499	-6.545772	0.277561	-14.049681	-17.647968	-6.869484	-1.202121	0.822071	-9.088572	-5.249610	-20.520039	-18.962744	-7.095274	-11.103085	1.173932	-21.094725	-25.607172	-20.043001	-16.549105	-13.660110	-15.341098	-1.609750	-6.756221	-15.684204	-7.449228	-4.833608	-7.569845	-16.873707	-16.088295	-25.675438	-11.761440	-17.069572
1.11	-15.536619	-10.208631	-21.431904	-9.227868	-11.836172	-11.407171	-13.970799	-4.516531	-14.154028	13.849455	-6.923869	-11.743736	-12.823409	-6.986732	2.179844	-8.658791	-12.678601	-10.607869	1.389907	2.356736	-5.793630	0.131754	-14.321332	-22.918278	-9.132717	-6.845940	-0.463392	-12.302624	-18.426680	-14.163668	-11.659204	-12.190838	-12.138366	-1.623493	-7.456784	-8.224022	-5.945961	-5.591132	-6.917445	-14.639126	-14.262675	-19.553701	-10.628580	-20.864628
billion	-11.586185	-9.880482	-10.232075	-7.725456	-9.610949	-11.098848	-10.202366	-9.975867	-8.439453	8.069079	-5.796701	-12.990197	-6.744012	0.666311	2.205095	-6.954690	-12.980288	-6.792199	4.146897	1.303993	-8.038877	-2.575181	-11.756287	-20.568888	-7.108096	-9.271377	0.828189	-11.675270	-18.071848	-7.892221	-10.530880	-11.876639	-11.849399	1.077743	-3.965735	-4.784891	-4.126363	-1.913777	-9.704935	-9.561520	-10.594095	-13.435442	-8.770731	-11.182914
from	-8.324400	-10.582523	-14.292767	-13.423456	-12.959460	-11.418882	-10.999444	-15.165297	-9.168172	-2.811671	-5.356073	-17.817188	-5.391766	8.955152	3.022046	-5.746471	-9.638802	-5.216282	3.372052	0.372600	-9.635153	-4.268481	-10.989882	-10.466834	-7.400235	-12.023880	0.248767	-10.501274	-11.893964	-6.797547	-9.640979	-10.798138	-8.999792	0.755214	-1.327635	-5.855260	-3.786572	-1.992807	-7.445478	-4.984129	-7.827475	-11.328604	-8.393418	-10.193165
$	-14.087613	18.758610	-15.603622	-7.271624	-8.334426	-18.598043	-16.353340	-12.696597	-10.622141	-1.425856	-5.629661	-16.885309	-16.599499	-6.545772	0.277561	-14.049681	-17.647968	-6.869484	-1.202121	0.822071	-9.088572	-5.249610	-20.520039	-18.962744	-7.095274	-11.103085	1.173932	-21.094725	-25.607172	-20.043001	-16.549105	-13.660110	-15.341098	-1.609750	-6.756221	-15.684204	-7.449228	-4.833608	-7.569845	-16.873707	-16.088295	-25.675438	-11.761440	-17.069572
1.03	-21.632168	-14.557967	-26.697086	-13.162384	-15.639979	-18.431730	-19.906759	-8.416211	-26.285604	19.302393	-8.368324	-17.367567	-14.458278	-7.077057	3.406800	-9.345032	-19.853941	-12.050599	4.892430	3.088860	-11.335937	-1.402803	-20.322556	-34.487087	-8.619117	-12.777151	-2.808650	-14.706831	-26.823547	-17.093815	-16.080084	-17.403223	-21.475506	-0.319107	-9.220295	-12.367749	-8.395954	-5.247125	-13.276451	-23.231478	-19.751144	-23.907288	-13.924051	-28.242035
billion	-11.586185	-9.880482	-10.232075	-7.725456	-9.610949	-11.098848	-10.202366	-9.975867	-8.439453	8.069079	-5.796701	-12.990197	-6.744012	0.666311	2.205095	-6.954690	-12.980288	-6.792199	4.146897	1.303993	-8.038877	-2.575181	-11.756287	-20.568888	-7.108096	-9.271377	0.828189	-11.675270	-18.071848	-7.892221	-10.530880	-11.876639	-11.849399	1.077743	-3.965735	-4.784891	-4.126363	-1.913777	-9.704935	-9.561520	-10.594095	-13.435442	-8.770731	-11.182914
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
Prescription-drug	-33.349415	-23.547611	-26.662342	-6.686199	-4.892446	-20.011909	-33.868874	-10.412592	-20.010048	-21.746906	-25.823807	-30.896751	-20.540621	-19.197962	9.537452	-6.276092	-7.428333	-14.653231	5.272897	10.638422	1.897639	2.326594	-26.983683	-30.751949	-24.655443	-23.843245	-1.860644	-13.812981	-29.117426	-28.371378	-23.000042	-31.041746	-23.415010	-2.034589	-13.238960	-4.114101	-8.991543	-8.653551	-8.570057	-22.504108	-27.650749	-30.503946	-20.832811	-20.152164
world-wide	-20.075857	-15.877644	-15.627462	-3.831790	-7.158708	-13.217275	-19.134075	-4.394044	-13.282759	-7.118145	-19.036228	-21.555161	-6.776660	-12.211608	8.114807	1.957461	-7.536201	-4.876313	4.857138	2.559877	-3.650534	0.816068	-18.503429	-22.843933	-16.574038	-20.101397	-1.176883	-5.420228	-15.301046	-15.451705	-11.669136	-16.766487	-19.367647	1.373295	-4.395387	-7.693587	-5.285125	-2.377018	-6.290231	-15.963230	-14.793393	-17.038475	-11.540346	-12.976775
sales	-10.055261	-10.851949	-13.374890	-8.983025	-8.823864	-8.674991	-10.003710	-9.644007	-13.842855	-14.972856	-8.471480	-15.143380	-6.113001	-5.401510	-0.643733	-3.357846	-7.125964	-11.709131	1.196058	1.132735	1.027149	7.024644	-10.496062	-4.738616	-10.418761	-11.955271	-2.833333	-5.525932	-10.858189	-11.301063	-9.651749	-15.887445	-8.660188	-1.332583	-1.561403	-5.518545	-3.533962	-1.522740	4.537173	-16.928282	-14.899806	-14.727403	-15.055411	-12.157628
rose	-7.175372	-7.813176	-10.406629	-11.542544	-10.149306	-6.460787	-8.354244	-12.079500	-8.001275	-5.781649	-0.946662	-6.455292	-3.383102	-1.323889	0.828367	-0.950672	-6.024723	-4.718571	2.971730	-0.217890	-6.370415	-2.167870	-9.070397	-7.807847	-6.277332	-11.708434	-0.058115	-2.999393	-6.105147	-5.358263	-7.724944	-5.918452	-8.752040	2.201935	4.661374	-3.080086	0.187865	0.693226	-4.917817	-4.559071	-10.930221	-4.736213	-6.848145	-7.523132
9	-11.799088	-9.177410	-15.502584	-11.608454	-14.556417	-8.046513	-9.288581	-11.216368	-14.627021	10.065813	-0.843382	-9.467085	-9.062951	-1.174419	2.792765	-8.046244	-12.221374	-7.873561	1.933708	-0.007010	-8.534307	-1.242046	-8.895841	-19.402147	-4.704391	-6.018810	0.984301	-11.533787	-12.079793	-8.857463	-9.492102	-7.491825	-10.252353	-0.900474	-4.307917	-7.538467	-5.030066	-3.663354	-9.392736	-7.907629	-10.783244	-12.329594	-8.438931	-18.207386
%	-26.176516	-34.050022	-45.602264	-35.128506	-38.456299	-32.762024	-28.343264	-33.173489	-20.098366	-14.930751	-17.176411	-38.001007	-17.166040	-3.978506	7.003636	-9.819511	-25.901644	-22.862686	15.472480	2.346021	-17.332954	1.325293	-27.594376	-42.809467	-17.626556	-22.423038	-1.599800	-18.210888	-26.431568	-25.158091	-23.475670	-31.588820	-30.808950	4.557512	-5.083022	-8.633497	-4.940073	-0.791092	-9.992511	-26.055992	-35.117416	-30.160402	-36.447861	-33.325603
in	-4.902185	-9.506516	-8.681861	-11.919876	-11.333564	-8.104579	-9.268690	-12.848575	-5.155937	-2.167543	-3.050200	-11.179543	-4.555774	8.847093	1.564442	-7.042121	-10.817768	-8.098989	2.877232	-0.213795	-4.337337	-1.565662	-4.428699	-10.148062	-1.380250	-2.768780	0.636091	-9.472092	-10.460236	-3.542317	-5.721560	-12.788364	-8.525474	1.910082	-2.135122	-3.531000	-1.402786	0.519323	-2.833215	-4.248197	-9.363589	-8.425348	-6.123753	-9.162754
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
quarter	-12.410542	-12.359835	-18.134020	-9.746547	-8.507161	-9.460044	-12.842474	-11.563146	-5.403996	-11.444699	-13.631072	-14.467196	-2.823089	-6.784349	4.645543	0.682489	-5.184882	-8.723357	6.702797	2.097538	-4.002354	-0.086508	-11.418756	-12.089973	-15.183332	-13.078580	0.994421	-0.762433	-13.759700	-11.301131	-9.990078	-14.677819	-13.332551	2.647693	-0.559603	-3.771459	-0.219987	-0.031595	-5.010767	-7.562053	-15.174399	-12.493002	-13.183209	-8.021164
to	-7.370830	-4.893897	-9.857117	-6.934582	-7.926226	-5.977903	-9.050160	-8.278963	-4.385123	-0.491133	-0.546777	-10.657193	-5.737771	0.964524	-0.068176	-9.338073	-6.620224	-0.716983	1.418302	0.703826	-8.213395	-3.615532	-12.746425	-8.874119	-4.982430	-9.475069	-0.022342	-12.329858	-5.137251	-2.444807	-7.019334	11.519252	-9.869136	0.594648	-1.909645	-7.882371	-2.838066	-0.439542	-6.843638	-6.426378	-1.670548	-10.562876	-7.233404	-7.268418
$	-14.087613	18.758610	-15.603622	-7.271624	-8.334426	-18.598043	-16.353340	-12.696597	-10.622141	-1.425856	-5.629661	-16.885309	-16.599499	-6.545772	0.277561	-14.049681	-17.647968	-6.869484	-1.202121	0.822071	-9.088572	-5.249610	-20.520039	-18.962744	-7.095274	-11.103085	1.173932	-21.094725	-25.607172	-20.043001	-16.549105	-13.660110	-15.341098	-1.609750	-6.756221	-15.684204	-7.449228	-4.833608	-7.569845	-16.873707	-16.088295	-25.675438	-11.761440	-17.069572
340	-17.564135	-12.771702	-22.283058	-12.536727	-12.464909	-16.422308	-13.038720	-11.856856	-23.156044	13.956590	-7.268425	-11.196228	-13.534794	-4.072571	4.253865	-7.813729	-17.046558	-12.886143	4.232394	3.245521	-7.160650	-1.173874	-18.198158	-31.421789	-6.262177	-5.777761	-1.440391	-10.605307	-21.540686	-14.527814	-12.475131	-15.601714	-12.511634	-1.612456	-7.535264	-6.656702	-5.809319	-5.642299	-13.826855	-17.139048	-15.209348	-19.272213	-6.312752	-21.918756
million	-11.806783	-7.169883	-9.375949	-6.904040	-9.499216	-9.508740	-7.950571	-9.451611	-8.582277	8.086323	-5.251168	-13.452425	-6.518714	-1.179959	1.839288	-5.832133	-14.090290	-1.485489	2.847690	1.477476	-7.638591	-3.007228	-10.477181	-19.348541	-5.922039	-7.784904	0.205826	-9.375821	-17.887033	-7.992235	-9.830902	-12.977686	-9.000845	0.625380	-3.251400	-4.813338	-4.279542	-1.536223	-9.693712	-9.781323	-9.909605	-12.088230	-6.153123	-11.554683
;	-6.833290	-5.491753	-7.028006	2.493222	3.701708	-5.287751	-8.885494	10.554255	-6.745925	-4.557808	-6.741487	-12.678248	-5.443163	-6.748314	2.322681	-5.934161	-7.685855	-3.275338	1.213456	-0.101642	-4.260880	-0.798893	-10.715607	-8.693133	-7.605126	-9.194271	-1.920002	-11.193260	-12.267964	-9.868433	-5.992787	-7.890423	-11.663005	-1.103342	-4.002275	-3.623763	-4.204161	-3.264563	-3.593415	-4.692363	-6.553221	-10.373615	-5.903210	1.358023
U.S.	-21.812073	-12.795500	-14.121600	-4.576769	-8.840321	-12.762141	-12.606587	-6.292730	-14.330032	-9.025514	-17.206385	-22.248240	-18.355135	-6.097910	1.670872	-7.180310	-13.062303	-20.820307	-0.406334	8.918768	-2.219675	-0.323666	-19.707222	-14.934842	-13.064137	-12.689811	-1.942067	-17.150970	-29.408781	-24.035988	-17.545122	-23.651894	-16.414150	-4.579390	-12.008037	-5.889964	-9.084809	-11.685882	-5.911367	-20.314178	-17.177177	-22.664467	-13.416714	-23.347073
sales	-10.055261	-10.851949	-13.374890	-8.983025	-8.823864	-8.674991	-10.003710	-9.644007	-13.842855	-14.972856	-8.471480	-15.143380	-6.113001	-5.401510	-0.643733	-3.357846	-7.125964	-11.709131	1.196058	1.132735	1.027149	7.024644	-10.496062	-4.738616	-10.418761	-11.955271	-2.833333	-5.525932	-10.858189	-11.301063	-9.651749	-15.887445	-8.660188	-1.332583	-1.561403	-5.518545	-3.533962	-1.522740	4.537173	-16.928282	-14.899806	-14.727403	-15.055411	-12.157628
rose	-7.175372	-7.813176	-10.406629	-11.542544	-10.149306	-6.460787	-8.354244	-12.079500	-8.001275	-5.781649	-0.946662	-6.455292	-3.383102	-1.323889	0.828367	-0.950672	-6.024723	-4.718571	2.971730	-0.217890	-6.370415	-2.167870	-9.070397	-7.807847	-6.277332	-11.708434	-0.058115	-2.999393	-6.105147	-5.358263	-7.724944	-5.918452	-8.752040	2.201935	4.661374	-3.080086	0.187865	0.693226	-4.917817	-4.559071	-10.930221	-4.736213	-6.848145	-7.523132
15	-9.656547	-6.619390	-17.679708	-9.673336	-10.271636	-10.294233	-8.594718	-5.714578	-19.889656	10.569184	-2.967975	-9.277380	-8.811327	-5.214527	3.141235	-4.150439	-9.113949	-8.300664	2.542453	2.411736	-6.257534	-1.956251	-10.717222	-20.294920	-4.051978	-4.311619	-1.749285	-6.445370	-10.895565	-12.808362	-8.951549	-8.925167	-8.406471	-1.202721	-5.896698	-6.341178	-4.295744	-4.346799	-9.146643	-10.570302	-13.861434	-13.417583	-7.455972	-17.408382
%	-26.176516	-34.050022	-45.602264	-35.128506	-38.456299	-32.762024	-28.343264	-33.173489	-20.098366	-14.930751	-17.176411	-38.001007	-17.166040	-3.978506	7.003636	-9.819511	-25.901644	-22.862686	15.472480	2.346021	-17.332954	1.325293	-27.594376	-42.809467	-17.626556	-22.423038	-1.599800	-18.210888	-26.431568	-25.158091	-23.475670	-31.588820	-30.808950	4.557512	-5.083022	-8.633497	-4.940073	-0.791092	-9.992511	-26.055992	-35.117416	-30.160402	-36.447861	-33.325603
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
The	-13.038018	-6.374656	-8.565877	-11.145668	-9.179777	-8.769557	-13.614193	-13.568724	-9.316277	-1.446299	11.215915	-2.730356	-12.570621	1.469480	0.427747	-6.957895	-10.939395	-8.044528	-1.373780	0.982033	-5.932653	-4.919295	-10.330622	-14.110360	2.512181	-3.960532	1.225755	-9.042254	-18.635527	-12.747596	-9.685740	-7.899876	-6.153816	-3.210771	-6.735886	-12.326267	-6.678330	-5.925974	-9.049573	-1.057317	-7.385506	-9.639586	-5.635854	-15.220448
segment	-12.042138	-12.292792	-13.695775	-11.222486	-9.724697	-12.165075	-12.256145	-12.841968	-11.585892	-6.740801	-8.942002	-9.009848	-5.583285	-7.670178	4.992074	-4.480596	-2.056350	-10.855659	5.806373	1.612937	-5.425804	0.710551	-11.527140	-13.295407	-8.930784	-18.022886	-1.023440	-7.623895	-10.090168	-8.177876	-9.586102	-17.455156	-9.847409	4.180132	3.322386	-0.963414	3.508839	1.623693	-3.776132	-11.015977	-19.959614	-9.468638	-9.232584	-9.781871
's	-6.476156	-4.831952	-2.613943	-3.203316	-2.741053	-7.398675	-7.076486	-5.527689	-8.056317	-14.053363	-9.193522	-13.655941	-5.766042	-3.679708	-1.975403	-6.327087	-7.192262	-3.880865	-1.351349	0.340445	-0.486252	3.389644	-14.110942	9.290623	-2.486895	-4.800724	-0.507859	-7.577024	-7.355135	-11.315379	-7.631207	-10.549873	-7.337454	-4.516353	-4.378013	-7.990664	-7.769899	-2.222041	6.211274	-8.933887	-9.666680	-10.090362	-9.391155	-6.319464
growth	-11.825243	-13.261059	-14.807858	-11.365568	-11.713242	-11.799586	-15.985803	-13.178452	-14.524755	-11.534500	-7.111971	-12.383430	-5.922704	-2.170272	4.630759	-3.552005	-3.053214	-6.472894	4.545802	0.286970	-7.954425	-1.731734	-6.869708	-13.600745	-11.149169	-14.323298	-0.177489	-6.405652	-10.755390	-6.231826	-10.043406	-12.532554	-12.573063	2.766829	-0.610124	-3.664603	-0.148142	0.039390	-4.383493	-5.826480	-11.847995	-10.688664	-7.847158	-15.011198
was	-9.154516	-11.046063	-11.721247	-9.167406	-8.106631	-8.403889	-7.671322	-8.679022	-13.689657	-14.492342	-12.324436	-11.936468	-5.400039	-4.830484	0.522448	-2.478064	-6.067886	-5.597944	2.502242	0.056590	-2.727878	1.719649	-11.055049	-3.701372	-5.425633	-9.081768	-2.209610	-2.737353	-6.740559	-6.208355	-8.575109	-9.709179	-8.194347	-0.362939	5.936086	-3.810533	-0.750731	-1.938378	1.685834	-9.936105	-6.964790	-7.501705	-8.581427	-8.795497
led	-10.111562	-10.087382	-9.529990	-7.828846	-7.982625	-7.763207	-5.581017	-6.571314	-10.355737	-6.114490	-13.445156	-8.142657	-4.495589	-5.056072	3.933366	-2.940418	-4.582733	-6.491942	0.827127	0.269788	-5.789160	-2.397160	-10.457771	-8.544612	-6.547084	-16.263025	-0.691889	-6.149838	-14.154211	-6.922683	-7.669081	-14.393642	-7.701276	1.143946	6.604558	-5.134289	6.082880	-0.474773	-4.336484	-12.155989	-13.561559	-5.790043	-5.700249	-10.818094
by	-11.339797	-14.200546	-16.944780	-14.134285	-13.066374	-12.317332	-15.881593	-18.181206	-5.647904	-10.911588	-10.479096	-20.046457	-13.683467	12.275304	3.286849	-11.496980	-13.542689	-14.291971	3.593117	0.578645	-12.329678	-3.988164	-20.338140	-19.940681	-4.413794	-7.530291	2.106073	-19.633270	-22.026779	-8.622671	-13.008426	-18.908850	-18.280523	2.145712	-5.577099	-8.197353	-2.835317	-1.845177	-8.555923	-8.569123	-13.402921	-17.596416	-7.697418	-13.966871
sales	-10.055261	-10.851949	-13.374890	-8.983025	-8.823864	-8.674991	-10.003710	-9.644007	-13.842855	-14.972856	-8.471480	-15.143380	-6.113001	-5.401510	-0.643733	-3.357846	-7.125964	-11.709131	1.196058	1.132735	1.027149	7.024644	-10.496062	-4.738616	-10.418761	-11.955271	-2.833333	-5.525932	-10.858189	-11.301063	-9.651749	-15.887445	-8.660188	-1.332583	-1.561403	-5.518545	-3.533962	-1.522740	4.537173	-16.928282	-14.899806	-14.727403	-15.055411	-12.157628
of	-5.797257	-8.729130	-9.849900	-14.043773	-10.274416	-11.000619	-10.082100	-12.085252	-5.318247	-2.966025	0.543391	-15.306462	-4.360627	9.704759	0.396004	-8.474664	-12.365898	-6.651990	3.048620	-0.519961	-14.217298	-5.397388	-5.109834	-10.191277	-2.003266	-10.319759	1.591059	-12.456517	-11.996911	-4.833359	-8.263669	-8.165756	-8.444532	0.986945	-3.425087	-9.445317	-5.040053	-0.840343	-7.602417	-4.566769	-3.910355	-6.583167	-5.301238	-9.668166
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
cardiovascular	-14.535414	-15.871408	-20.177977	-10.550417	-12.436063	-12.199928	-15.001997	-13.391129	-11.548890	-12.768525	-17.044849	-17.335531	-6.043341	-9.015237	6.283612	-3.770261	-9.063532	-2.969876	7.215998	3.493876	-4.733572	1.882327	-14.903391	-17.938931	-18.166374	-13.437572	-1.361172	-5.712458	-14.547300	-12.964081	-11.441806	-16.349977	-15.278758	2.877163	-1.434885	-1.194048	-3.324705	0.555239	-4.463124	-8.635319	-17.013725	-17.017197	-16.869238	-12.119195
drugs	-12.251908	-9.731035	-16.751558	-7.044007	-7.434488	-10.083195	-13.287607	-7.436080	-9.983745	-15.593929	-19.729023	-19.494505	-5.358618	-7.454761	-1.241005	-4.755111	-7.621773	-12.849205	1.745624	0.837002	1.309759	8.149433	-16.424656	-5.066042	-15.749073	-13.111241	-2.594661	-8.396758	-14.381660	-13.961810	-10.095179	-16.552483	-16.099363	-1.848216	-0.668872	-4.466890	-2.914351	-4.086821	5.319481	-17.569798	-16.486490	-16.882767	-15.345572	-11.694934
Lopid	-14.241394	-8.821922	-9.153397	-5.663799	-5.501168	-11.556094	-14.168945	-8.314737	-6.470746	-10.579269	-9.005734	-11.535062	-12.856847	-4.327323	1.759645	-5.826427	-8.547658	-5.323699	0.012376	4.885898	-2.212874	-4.070380	-15.904823	-11.903280	-5.000793	-11.575743	-0.681230	-9.940806	-14.615719	-8.135690	-10.600004	-10.015488	-11.368096	-2.324773	0.282157	-6.564526	-0.314566	-6.292192	-7.081808	-11.952034	-11.054701	-13.590241	-9.143428	-8.174397
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
a	-1.205680	-9.002545	-10.702272	-11.229156	-10.823771	-8.937304	-10.515593	-13.645907	-1.645857	-9.278972	12.246640	-9.009906	-5.652887	2.672245	-1.571971	-10.909850	-12.954072	-6.215726	1.507187	-0.693504	-6.269465	-0.564560	-4.785968	-11.204214	-4.130784	-6.914642	-1.118485	-15.689792	-14.496052	-8.513957	-8.806356	-11.068073	-7.763930	-0.912727	-4.264416	-6.396126	-4.760911	-1.394363	-2.572786	-1.151891	-4.120239	-11.675632	-11.631660	-13.716766
lipid	-11.389224	-10.918732	-10.812490	-5.917713	-5.509968	-11.841843	-11.878171	-8.529199	-9.053683	-4.668778	-11.873526	-11.111443	-6.186245	0.471319	3.679915	-3.918143	-6.291196	-9.282205	2.568475	1.111518	-3.589621	-2.329484	-12.247545	-12.432899	-10.065273	-14.458649	0.239581	-8.623862	-14.549670	-6.666924	-7.815108	-11.770922	-12.250633	1.395404	0.808151	-3.198327	-1.012727	-0.321250	-5.424483	-12.649017	-11.519598	-9.534450	-8.619306	-10.474900
regulator	-13.304186	-14.598027	-19.291021	-14.381457	-11.583316	-12.946473	-17.607063	-13.804569	-4.332133	-9.017359	-13.242959	-14.239347	-7.561216	-1.364068	4.613192	-3.547481	-6.385895	-9.628203	6.200761	2.123282	-8.003377	-1.959278	-14.211611	-15.839654	-14.597885	-14.290083	1.677701	-8.174273	-13.170958	-8.313251	-11.959573	-11.757177	-12.956977	4.418941	-2.723959	-1.886442	-3.344535	1.680295	-5.374522	-5.155272	-10.088096	-14.367646	-15.061940	-11.950506
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
and	-5.545801	-6.222587	-8.691244	-6.601095	-7.614730	-8.451298	-10.024127	-9.302346	11.204060	-8.670640	1.157767	-11.630521	-5.971031	-0.202506	0.928630	-8.772384	-9.589598	-5.589883	3.067585	0.719486	-4.934876	-3.356470	-8.479346	-8.970040	-9.251793	-12.888366	-0.824926	-14.986135	-14.337023	-5.987674	-9.197055	-14.494511	-8.486798	2.197123	-1.281101	-3.832344	-0.784705	1.732651	-3.285167	-6.698166	-9.237029	-10.722454	-9.326917	-9.629957
Dilzem	-19.935295	-8.451397	-15.739321	-7.740017	-9.883251	-10.998712	-14.362855	-14.510942	-13.678603	-5.657732	-8.530178	-13.725582	-16.139940	-1.276672	2.157704	-5.358955	-12.833829	-8.792070	0.475544	6.416501	-0.828260	-3.196870	-20.511490	-16.302685	-5.288681	-12.194164	-0.924370	-8.623055	-21.796671	-17.863504	-13.672702	-17.882393	-10.694701	-1.550789	-6.994733	-9.156419	-5.875454	-4.179615	-9.787380	-18.909649	-20.516609	-15.467672	-10.385215	-14.699575
