	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
fundamentals	-30.376488	-19.967936	-33.080700	-25.584433	-25.108885	-34.548805	-34.143360	-30.067057	-32.464088	-24.220198	-34.908726	-40.401154	-9.671079	-19.793076	0.010895	-22.239399	-18.086590	-46.108307	0.761522	-4.943437	-7.531512	12.178358	-39.960358	-23.590443	-12.620094	-19.266190	-8.260005	-25.381409	-21.711555	-33.344685	-28.322544	-28.955338	-28.424969	-9.139347	-14.502708	-19.280912	-13.866958	-10.350779	0.603130	-35.798698	-35.092461	-33.093430	-47.744247	-30.554977
barrel	-13.212770	-16.817488	-15.482073	-11.544566	-12.165986	-15.316429	-25.276472	-18.535294	-18.430809	-12.670902	-15.774030	-26.394508	-5.021441	-13.483672	1.195439	-4.888272	-16.128395	-19.218954	6.161659	-5.927605	-24.072304	-8.674243	-15.020226	-17.210213	-10.177862	-10.830567	-3.442010	-5.239289	-21.433153	-19.464422	-13.111832	-16.688585	-17.586540	3.782889	-4.927414	-15.290825	-3.350220	0.526409	-8.692393	-17.182461	-20.747406	-20.712370	-20.184656	-16.473200
20.75	-37.818497	-12.552616	-51.431511	-39.007320	-48.185421	-39.239212	-32.599854	-21.253891	-41.031670	39.015621	-38.543762	-33.195526	-23.259180	-25.338972	5.683065	-23.739788	-60.292374	-58.605770	2.725061	7.026372	-19.141338	-12.236541	-47.773083	-45.632538	-14.477148	-26.263634	-11.978249	-39.946968	-66.469643	-50.189808	-29.640759	-32.247990	-32.445583	-6.044808	-17.155783	-14.907357	-15.831727	-7.037385	-29.105875	-56.067524	-45.721931	-36.154957	-28.275787	-27.594860
Heating	-30.165638	-15.881145	-24.847441	-28.365700	-18.144728	-26.688723	-34.261517	-20.730583	-26.760214	-26.071825	-27.264982	-24.749043	-21.563339	-15.084413	5.221897	-11.988795	-14.706871	-37.279366	5.430853	8.466844	-5.415878	-5.243119	-36.808456	-34.436893	-15.704411	-16.307903	1.322875	-15.829085	-23.363605	-22.772587	-26.889742	-26.032469	-21.876053	-2.269040	-14.654487	5.097239	-8.062676	-10.678610	-23.194355	-21.052643	-25.087524	-25.197550	-27.690996	-24.153271
SUGAR	-27.441071	-14.811121	-33.206726	-24.162373	-20.535822	-21.003542	-27.985777	-30.100143	-30.288160	-13.973805	-29.567795	-34.109482	-19.378437	-8.342309	1.661626	-5.526366	-39.835636	-27.241634	0.358351	8.015773	-13.574714	-3.214173	-40.188519	-21.010803	-14.460073	-20.767008	-7.406609	-21.820408	-42.597351	-23.819878	-22.978418	-25.118500	-31.858566	-7.009470	-8.811277	-15.594187	-9.911695	-7.654145	-7.056161	-32.329601	-18.749582	-23.419510	-18.986877	-20.458826
Futures	-21.414684	-16.797445	-31.734030	-17.840878	-14.419611	-27.340099	-21.361736	-13.336211	-16.508997	-19.862804	-21.398481	-26.455935	-19.148254	-9.018621	-5.414529	-23.513737	-21.957979	-30.830397	-2.448107	8.024504	6.488687	9.035027	-34.773296	-19.646181	-8.257125	-14.272445	-3.957892	-20.500111	-31.149197	-30.221071	-17.319468	-17.026358	-12.420560	-8.746086	-20.675961	-16.758001	-14.491702	-13.970776	0.109116	-30.065073	-29.301296	-27.435350	-28.518072	-17.548103
sugar	-17.303547	-14.508436	-16.351366	-10.616977	-21.778097	-16.958036	-18.660940	-13.269032	-10.865099	-8.007129	-7.501347	-10.386040	-9.315317	-6.463412	1.715147	-5.227009	-18.248350	-12.396207	3.325101	-10.372673	-22.464172	-8.030976	-8.993206	-15.412536	-6.612273	-18.314949	0.044048	-12.475126	-20.479233	-14.930812	-15.367332	-15.579913	-21.002361	2.381479	0.757702	-12.983129	-5.335238	1.723678	-5.177361	-14.829199	-16.547070	-16.091263	-16.230446	-16.300713
shipments	-24.419714	-10.857922	-26.024696	-24.529833	-18.991570	-19.242565	-19.087374	-22.029873	-22.716005	-17.501434	-15.061527	-27.605709	-5.212357	-14.563310	-4.396406	-15.151191	-17.399508	-42.211582	-0.714973	-3.156873	-5.550697	12.144000	-25.761292	-12.241260	-6.367931	-13.269472	-7.697366	-16.564331	-22.441853	-28.156790	-19.454519	-23.936283	-20.041410	-8.408583	-12.546433	-15.016551	-11.009765	-10.539940	3.969902	-22.824072	-19.968214	-24.484650	-32.901855	-15.277065
0.14	-27.915245	-18.538071	-51.287788	-31.542665	-36.683430	-31.431702	-16.605381	-20.987501	-27.285631	24.002611	-32.139584	-32.785797	-26.969448	-21.107292	4.622422	-23.547709	-60.445881	-55.125954	0.363946	1.861745	-10.953995	-0.045864	-36.140266	-36.300694	-17.154297	-27.228052	-8.515444	-35.425472	-67.187126	-45.098881	-20.035345	-35.586479	-28.587866	-2.228220	-12.506800	-10.094020	-13.240058	-2.450600	-13.284978	-45.238388	-29.740223	-30.186552	-20.340225	-22.857178
cent	-25.839699	-26.329144	-24.777786	-25.215235	-27.922401	-21.146286	-30.050800	-31.819399	-9.947165	-11.689545	-19.248617	-21.011305	-9.588766	-9.759780	7.920948	-17.694130	-16.431845	-15.342047	6.917287	-14.967015	-38.978584	-7.122188	-17.684317	-32.341328	-12.151232	-37.611069	-1.040182	-23.872873	-18.775352	-13.975725	-24.773533	-21.658400	-32.779762	1.780939	1.931032	-17.464495	-0.762680	-1.747071	-21.680119	-26.647865	-29.365530	-25.880056	-20.231512	-26.337646
pound	-12.804138	-13.941610	-11.651954	-16.332176	-14.447474	-17.185772	-14.094454	-18.476265	-9.526816	-4.171037	-14.736180	-14.572027	-7.407237	-5.428826	0.878144	-12.593574	-5.814084	-7.682354	5.608962	-7.203843	-21.412832	-3.433126	-10.788162	-12.813944	-11.400774	-18.854961	-4.858558	-18.279364	-12.285760	-8.248734	-15.243024	-16.681540	-10.873128	2.383935	0.802982	-9.671058	2.951230	2.505928	-9.038667	-14.062284	-9.742480	-13.793519	-10.948812	-11.871641
14.11	-24.028469	-15.475380	-52.329334	-28.868114	-30.829527	-29.592440	-31.709751	-11.953204	-33.501690	21.567694	-26.890430	-33.419899	-22.789146	-16.372952	4.997886	-14.365679	-43.484009	-42.098633	4.084915	-2.287601	-15.394953	-3.093759	-44.929527	-48.833820	-17.994144	-20.997482	-8.481393	-27.263027	-48.892536	-33.277267	-26.002550	-24.587120	-31.402594	-0.357662	-10.234676	-6.529318	-11.156099	-0.745580	-16.915489	-47.393475	-35.756378	-30.047443	-18.278896	-15.061801
meet	-14.707671	-18.430620	-16.357849	-22.548075	-18.123861	-18.716612	-25.296484	-21.135258	-23.765682	-23.447014	-11.888391	-20.787476	-14.275073	-12.579371	0.345506	-14.288631	-15.511261	-17.032711	7.231020	-2.427556	-14.620008	-1.150703	-20.888582	-19.350096	-7.790277	-21.280487	-3.811705	-19.173351	-9.381826	-17.067015	-18.766020	-17.274689	-15.364174	8.430080	-2.033744	-5.790288	-1.334990	4.871307	-4.828623	-18.609894	-17.681032	-17.515171	-23.626945	-17.524542
shipment	-20.296700	-14.855146	-21.284163	-24.242065	-23.162413	-19.237484	-20.950640	-21.307760	-19.936176	-16.390263	-12.851942	-23.600079	-8.053343	-9.929921	2.701545	-10.728391	-14.419476	-34.163120	8.878206	-3.421278	-18.988894	-2.499769	-19.499027	-20.070700	-5.851392	-22.399000	-6.733819	-14.967957	-17.123470	-21.638172	-16.889858	-14.617136	-24.183811	3.869077	-3.131933	-7.029645	-2.228211	1.217811	-11.052368	-18.751577	-18.515629	-19.996233	-23.452694	-16.368095
commitments	-36.112602	-18.670685	-42.572685	-27.322054	-27.719557	-34.966072	-31.563131	-33.677616	-33.695503	-26.151634	-26.859255	-41.165901	-4.616494	-29.384235	-1.442599	-11.835064	-12.940430	-48.170578	2.696087	-9.799292	-13.080782	13.795082	-36.910809	-28.572088	-17.787886	-25.777067	-6.548991	-17.567610	-25.209465	-37.247284	-29.280647	-34.885620	-36.222527	-7.142620	-12.259085	-11.265285	-10.229596	-11.138963	4.311699	-33.647129	-29.702267	-41.045616	-45.918816	-30.065655
Japan	-36.419426	-32.699211	-53.439198	-32.910149	-27.896885	-35.625137	-24.757820	-42.817467	-28.144314	-23.230005	-24.892414	-40.755882	-11.102172	-38.304855	9.254457	-16.524446	-13.528178	-35.133465	4.582598	13.215419	-3.585367	-7.666455	-29.358644	-43.590145	-21.013945	-29.094481	-2.874714	-31.791466	-34.825550	-33.753181	-24.796019	-33.755875	-16.606676	1.251249	-4.945278	-11.692293	-0.518512	-6.585362	-19.593882	-25.210585	-24.656420	-29.902552	-32.921833	-34.838123
perceived	-18.848988	-16.414066	-22.851196	-25.576597	-18.053957	-21.534847	-21.018507	-23.259111	-20.818409	-8.778751	-20.248533	-19.736870	-8.751863	-5.160236	2.415343	-13.536657	-22.313103	-15.597214	-0.972889	-9.127994	-28.423468	-10.649408	-24.084660	-25.916988	-9.301035	-16.217804	-5.830470	-20.404140	-30.993549	-20.387936	-23.344250	-23.953863	-22.303865	-0.719379	5.789222	-16.399292	6.026009	-7.402196	-16.452831	-21.064676	-20.331957	-20.742584	-21.089628	-15.009735
wealthy	-23.661774	-22.023903	-27.062580	-26.120428	-29.034248	-19.627451	-28.163170	-21.863527	-24.683990	-19.772503	-16.634132	-30.239046	-16.536949	-8.075037	5.790103	-6.988285	-4.932061	-15.300978	2.912476	-13.148878	-30.269123	-5.888457	-17.141924	-21.566940	-11.560328	-16.496620	-1.167257	-10.860511	-17.468699	-18.802919	-19.709387	-27.925659	-16.002846	2.954974	-4.157024	-11.346305	-6.215953	-3.341176	-16.533525	-18.128407	-19.929510	-24.064873	-13.219416	-25.693159
possibility	-18.467760	-16.252802	-20.307318	-26.663109	-28.046850	-26.945353	-23.745750	-20.883638	-21.508459	-18.895063	-18.114220	-23.557972	-10.307308	-8.607903	2.382283	-15.983049	-23.036301	-19.933119	10.167133	-0.047708	-20.479895	-4.204248	-18.367960	-18.114368	-8.107513	-23.618244	-6.196770	-24.203876	-22.257071	-12.416130	-22.781460	-15.641012	-19.452877	0.727095	-6.856263	-11.689155	-5.771487	-0.334181	-18.512331	-26.091579	-19.141068	-24.294050	-23.203720	-20.902489
deferring	-19.829424	-15.128834	-20.542322	-16.199055	-21.056431	-22.955328	-27.411209	-22.608784	-19.093882	-17.607895	-15.656631	-15.761065	-9.314623	-5.813097	5.384165	-12.555060	-12.370646	-24.896336	7.193909	-9.305592	-20.282644	-0.652420	-12.947455	-28.023279	-21.916569	-21.472996	-5.867110	-15.283190	-18.013554	-16.813061	-18.071339	-28.075922	-30.660366	2.852046	-6.547455	10.569467	-4.666757	0.073114	-11.949039	-20.531990	-22.900681	-19.235102	-29.582354	-23.160137
14.24	-20.091194	-17.294338	-40.646389	-27.143614	-37.242260	-31.207531	-24.939287	-11.996419	-41.759884	21.190502	-24.959677	-29.761589	-18.296139	-12.603305	4.457519	-18.309381	-43.868816	-37.571472	4.588167	-2.975020	-15.395878	-3.940244	-32.907513	-44.334381	-12.651096	-23.594162	-4.462260	-31.419138	-45.700169	-33.864273	-21.473248	-17.062223	-24.613222	0.269838	-9.268105	-4.046405	-8.964266	-2.069193	-16.122778	-45.455975	-32.333611	-25.229273	-11.222939	-12.689897
sustain	-13.027435	-17.760841	-11.698490	-13.088927	-16.180902	-18.762342	-13.541484	-15.476937	-12.604557	-8.708323	-7.486877	-12.446006	-6.554970	-2.187061	2.271884	-12.507580	-14.118522	-7.992400	2.670024	-6.308127	-17.349604	-4.744952	-7.250694	-13.353012	-6.815267	-15.972307	0.129467	-13.118257	-15.358166	-10.056539	-13.808142	-8.688133	-15.970531	4.368440	-4.919730	-6.166220	-5.756990	1.673453	-8.189013	-10.111514	-14.597741	-16.158216	-14.368102	-19.023142
LIVESTOCK	-51.984348	-29.915567	-60.019882	-54.957088	-48.785488	-46.335171	-45.406548	-41.545052	-67.410423	-56.309452	-59.620617	-62.791542	-30.709034	-37.548901	0.271592	-23.042669	-39.906017	-65.077301	9.840374	18.262444	-2.239334	0.606065	-68.127434	-69.616661	-23.364191	-40.707161	-20.085642	-44.595909	-62.304688	-55.012447	-40.397385	-50.754623	-28.346333	5.262318	-26.772268	-8.848100	-16.590851	-1.925147	-10.834119	-51.361828	-49.742672	-40.684006	-47.929699	-46.961849
AND	-18.241148	-15.110514	-34.267788	-15.447810	-19.440895	-18.716448	-17.911230	-14.644545	23.604294	-6.798863	3.336255	-22.894915	-21.799408	-5.560608	-2.217191	-21.060295	-39.852283	-26.901670	1.579901	8.000962	-6.145663	-11.750975	-13.206128	-36.645451	-19.952053	-32.122021	-0.717794	-30.881279	-44.891926	-19.815922	-8.848777	-16.352629	-15.095907	-1.927948	-13.970705	-12.293785	-13.132920	-5.996918	-16.691002	-22.630527	-19.294952	-22.162615	-19.014738	-16.986786
MEATS	-21.466749	-14.876291	-36.020020	-29.246164	-30.923391	-26.275677	-29.251268	-27.594395	-33.384224	-37.721230	-14.731175	-37.787727	-25.335020	-16.547762	-10.602205	-34.871365	-38.696587	-32.837097	0.958410	7.527555	2.409676	3.791128	-34.514374	-22.001822	-16.371565	-24.753445	-9.192698	-34.282333	-47.759510	-41.919411	-19.532745	-13.453661	-28.091244	-4.291579	-18.211184	-26.222784	-14.231333	-7.000304	-1.388339	-37.047192	-32.653374	-31.024225	-45.536392	-22.123314
cattle	-17.231886	-11.133829	-23.613501	-17.939625	-19.141266	-17.913980	-18.430761	-16.505892	-16.872187	-16.254194	-8.803564	-17.949383	-15.594408	-0.797950	0.918455	-5.627806	-10.346790	-14.682309	5.022696	-12.469028	-17.928007	3.653937	-12.973912	-22.187443	-16.946894	-24.595245	-1.848588	-10.446928	-15.470061	-11.433388	-17.856573	-19.825382	-19.820307	3.393463	-1.828093	-4.872695	-7.773258	0.317936	-4.524242	-14.129025	-19.394444	-23.150167	-17.569290	-16.599236
hogs	-23.699537	-13.539272	-32.176960	-21.821486	-23.013977	-21.743093	-19.645334	-16.853424	-30.910952	-27.295601	-20.610353	-34.179157	-8.304275	-19.757849	-3.029608	-10.445928	-16.110586	-22.863123	-0.482522	-6.900168	-13.014280	8.809747	-19.097956	-22.318365	-14.556458	-17.404585	-8.062291	-22.120237	-16.138279	-28.100651	-23.880430	-21.460842	-16.804693	-12.091505	-14.320490	-23.392714	-20.706177	-14.429842	-1.464194	-23.897787	-21.577093	-20.599062	-31.345766	-15.843957
pork	-13.173567	-17.583578	-11.258205	-15.010981	-15.223686	-10.209883	-12.055528	-12.579838	-6.288126	-14.760105	-8.982724	-12.037503	-3.226495	-5.688222	3.209127	-4.157789	-25.972677	-17.305849	5.993471	-9.271143	-28.199594	-8.597003	-6.386104	-13.690120	-11.117884	-11.677563	-0.918526	-9.219769	-20.722893	-11.321829	-12.167791	-13.275939	-13.058113	4.957489	-4.512325	-17.603514	-6.000365	2.823229	-11.953762	-10.319626	-15.696634	-15.709604	-7.206584	-14.106437
belly	-20.229122	-18.042143	-18.724529	-22.357405	-17.416580	-23.063095	-26.790174	-18.083740	-34.932812	-15.623759	-22.320517	-43.168354	-21.333082	-11.050482	1.726089	-25.946005	-17.270647	-12.473899	2.501050	-9.746857	-36.258232	-10.149183	-20.682734	-30.566244	-13.262821	-21.671448	4.442158	-30.522005	-34.746563	-21.585497	-22.978197	-29.220854	-10.253126	-0.537081	-1.704649	-21.427383	-9.485225	-4.376919	-24.295584	-21.566982	-26.221306	-28.848429	-16.797092	-19.659174
livestock	-20.447643	-22.685970	-21.502653	-26.078175	-25.022493	-24.299587	-22.935349	-19.235023	-20.708019	-12.200895	-31.068520	-36.035908	-8.977761	-15.137340	4.719544	-9.430861	-17.340132	-14.288156	8.128276	-8.510504	-29.833973	-9.627316	-16.818047	-23.478525	-15.224262	-21.019604	-11.002875	-18.111582	-30.859665	-20.351866	-20.612242	-26.396086	-23.548742	4.799136	-6.262454	-13.647797	-4.636896	-0.126228	-18.066204	-26.144461	-29.058329	-27.060629	-25.323864	-25.442526
chill	-14.841815	-15.283638	-17.689184	-12.764796	-10.690055	-20.287991	-16.361147	-8.553817	-17.144670	-11.961522	-10.571737	-20.813879	-12.428506	-3.102598	1.770066	-14.027065	-9.113318	-5.964476	4.518467	-9.274650	-18.972712	-0.803673	-8.483717	-20.726303	-12.248055	-18.974871	2.226429	-17.512980	-19.772757	-10.355746	-13.335670	-22.727871	-13.744302	0.507989	-6.576544	-4.072114	-8.451827	-2.598013	-8.667136	-4.936955	-20.080853	-20.183531	-16.637047	-19.649153
beef	-23.756266	-18.245035	-14.097095	-21.644535	-21.481588	-18.208761	-26.012445	-18.221087	-30.136440	-8.491982	-17.579782	-24.200605	-23.274027	-3.140821	0.262162	-12.193651	-15.799379	-22.304205	6.318438	-10.873682	-30.094841	-5.559360	-20.703053	-28.773365	-5.194067	-24.255552	-1.829322	-22.894545	-23.848171	-21.759321	-19.406137	-23.504097	-25.666290	0.052099	-4.914436	-6.719461	-2.497853	-5.106126	-14.298338	-32.998428	-24.342060	-19.309647	-23.870691	-17.415298
Cattle	-17.863392	-11.192915	-21.628834	-17.218124	-14.047009	-20.638206	-18.619852	-17.961294	-18.455782	-22.215645	-8.220386	-20.067686	-18.805731	-3.901830	0.070689	-17.091419	-14.188890	-9.171397	1.763326	6.112058	-0.291936	1.770823	-12.166657	-20.046610	-13.787920	-23.009066	-1.930784	-17.790686	-25.579660	-18.652510	-14.987720	-20.617311	-15.753750	1.597365	-5.095520	-6.602479	-6.483603	-3.780973	-6.158001	-15.028859	-16.161854	-25.460529	-20.498375	-17.953030
promotions	-26.253399	-15.397778	-36.609200	-24.280640	-20.839224	-22.579433	-25.805948	-23.907719	-19.662985	-18.907393	-25.066261	-31.486235	-7.265955	-11.638506	-0.652903	-17.427160	-17.915382	-36.968487	-1.786414	-8.311534	-10.883590	11.022748	-26.719929	-17.363520	-18.011530	-18.491091	-5.215150	-20.547863	-18.593767	-28.210655	-19.991791	-26.174608	-24.759050	-8.119707	-8.183476	-9.527616	-8.665583	-11.390532	3.549996	-24.679729	-25.499897	-27.178463	-42.493679	-20.222147
GRAINS	-36.942303	-24.816801	-41.180637	-36.690205	-29.719101	-28.939854	-26.522154	-44.848396	-43.454464	-35.879715	-30.217190	-44.014977	-26.812536	-21.358429	-4.648460	-29.209764	-37.156883	-55.517673	-2.278757	11.721682	1.619151	9.583921	-49.062309	-25.785135	-18.349154	-21.203627	-15.407584	-37.300026	-51.964546	-49.580662	-26.101566	-29.880291	-24.795984	-8.636530	-19.053896	-25.151049	-13.747737	-12.605061	0.834926	-44.443523	-36.034477	-33.623055	-42.570904	-26.785244
SOYBEANS	-35.828506	-18.791180	-47.019669	-29.447390	-37.664299	-21.756163	-33.602821	-37.990376	-54.623047	-29.233143	-25.992483	-46.380486	-32.683613	-26.794619	-7.455095	-24.559843	-49.672779	-48.607700	1.823431	9.962537	5.753201	12.804457	-46.567184	-38.321972	-21.865496	-39.468445	-14.838718	-38.144657	-72.376434	-57.761368	-34.623383	-30.367064	-32.676506	-16.388607	-25.486452	-31.134769	-24.631840	-18.259563	-9.076473	-51.194622	-46.213985	-46.855690	-57.914188	-26.436266
soybean	-27.442739	-25.473543	-29.755451	-26.226807	-28.129421	-24.822536	-25.467752	-24.307457	-29.359037	-23.861286	-5.118835	-21.770275	-23.689934	-13.748546	2.938351	-15.047788	-10.059552	-14.979072	6.154176	-19.462118	-31.072687	-5.141808	-5.684442	-30.301517	-12.697741	-31.707312	-2.657562	-25.864344	-27.530413	-19.353910	-22.288422	-24.132313	-21.180265	4.617863	-2.122437	-12.559860	-3.408867	2.191718	-12.721991	-21.375799	-27.945147	-24.885469	-27.137859	-27.547417
soybean-meal	-44.530064	-32.301418	-57.634647	-31.204927	-34.792397	-45.554127	-36.837566	-26.769623	-47.463474	-39.561256	-24.842358	-48.147980	-31.945383	-28.626352	11.893255	-12.818244	-16.741985	-45.063240	8.448911	-15.206762	-36.905975	-6.583410	-17.712229	-56.791298	-25.581795	-61.156887	2.032417	-28.616282	-52.072948	-47.390739	-45.967964	-41.371239	-41.848053	-0.023700	-15.685647	-29.101898	-19.316013	-5.419091	-25.284355	-31.966795	-46.245979	-51.669106	-51.586594	-39.793221
amid	-22.123541	-13.386057	-23.380461	-17.046486	-10.807307	-23.319145	-21.192213	-11.565102	-20.596256	-17.887671	-12.793087	-28.256136	-15.341337	7.627499	0.754784	-14.816072	-16.647730	-11.468250	-0.718540	-12.348858	-28.713310	-5.426078	-16.261395	-22.500732	-13.578945	-12.198222	-5.172812	-14.753009	-26.096546	-9.330257	-20.386314	-19.872715	-13.158804	-0.785335	-2.049833	-15.288396	0.445120	-5.273679	-11.205763	-13.748090	-12.875915	-24.046547	-21.811007	-19.368448
rumors	-23.692152	-15.877270	-28.720003	-16.047993	-22.596663	-29.476055	-24.098604	-22.198200	-18.459263	-25.482220	-20.095951	-27.166578	-9.328594	-12.536214	-0.997234	-13.355082	-22.954744	-36.770763	-0.502039	-17.736570	-21.151354	9.586543	-21.615425	-22.416204	-18.971106	-25.204073	-1.013433	-14.880782	-20.036146	-24.720402	-24.832964	-31.287458	-24.923182	-7.710907	-13.830195	-16.436068	-12.693385	-9.813626	4.876931	-26.572742	-27.802729	-30.685448	-39.393127	-30.175182
Soviet	-28.741371	-14.603067	-31.203426	-33.030903	-30.686342	-25.156818	-34.357853	-33.505764	-29.543213	-14.654596	-32.361111	-33.144382	-37.692459	-14.759831	9.459776	-9.480186	-27.210241	-32.268631	3.904503	8.564103	-2.781389	-10.730515	-41.483974	-39.541046	-28.980005	-37.081142	1.256773	-19.461277	-30.605978	-25.801987	-30.948803	-24.097168	-24.511837	-1.955774	-9.974011	-5.517335	-6.078813	-7.178468	-23.664871	-35.568134	-29.597328	-34.418591	-27.186552	-25.848896
interested	-20.784060	-20.109171	-24.489866	-27.200773	-19.741812	-21.616388	-20.848459	-30.722288	-24.651913	-17.086607	-17.178730	-19.790113	-11.259753	-13.596974	6.675840	-13.737210	-20.677059	-18.549879	-0.419097	-5.937945	-28.614807	-9.544453	-19.184603	-26.084908	-16.367201	-24.960522	-4.862111	-16.295870	-36.086269	-20.827726	-19.230824	-22.841223	-18.783922	0.358019	3.437361	-21.945776	5.207373	-6.676370	-17.675474	-18.445929	-25.844576	-24.041182	-24.967379	-21.798674
metric	-20.819490	-19.390005	-20.197565	-19.038404	-16.210672	-18.627151	-22.602365	-19.037268	-17.155621	-13.262232	-24.842756	-25.295483	-1.716913	-22.957670	6.485837	-13.125831	-20.676432	-14.669450	2.573129	1.126191	-15.746361	-2.837850	-21.654112	-18.976725	-9.324577	-20.733835	-5.860196	-20.357817	-26.355753	-22.561377	-21.093832	-21.890528	-26.736977	0.919048	-0.677524	-11.709883	-4.890388	-1.572001	-5.832486	-19.782757	-21.033903	-24.824190	-27.222580	-21.691048
tons	-27.561045	-16.724424	-33.739365	-25.463772	-26.920109	-22.395447	-20.965870	-24.664320	-34.493286	-23.273258	-14.930940	-28.920212	-8.700912	-9.227666	-2.740469	-20.252831	-22.741827	-33.404037	-5.011697	-4.406370	-12.926368	8.853349	-31.305365	-15.342862	-16.435463	-10.026534	-2.482457	-19.277887	-13.560203	-21.223270	-19.975481	-13.764757	-12.943888	-11.161877	-10.571152	-14.706660	-8.834548	-14.001394	1.217708	-18.774345	-16.416603	-21.157944	-28.656750	-16.850218
soybeans	-31.490135	-17.666092	-37.460163	-26.987440	-24.935482	-27.712330	-24.817848	-25.819111	-33.778305	-25.465612	-13.280388	-30.600115	-20.513702	-15.843654	-4.068670	-21.388927	-16.718489	-21.779175	-1.150842	-18.737022	-14.487526	9.550714	-14.929888	-23.509617	-13.172800	-23.379677	-3.421562	-26.616911	-30.976965	-27.152895	-26.359119	-28.861717	-15.249600	-6.356488	-11.673898	-15.066977	-12.998526	-9.127551	4.538493	-24.823475	-30.308592	-31.086950	-35.626472	-30.372955
400,000	-28.555447	-8.398015	-33.157803	-24.052656	-28.059696	-21.488768	-19.289021	-16.030870	-37.117340	28.168495	-21.473576	-32.973186	-20.212646	-16.260015	0.749151	-22.621912	-41.588131	-49.610619	0.401936	2.079467	-13.930693	-4.073710	-34.014729	-40.363281	-14.379753	-28.952372	-3.481255	-43.918808	-51.218510	-38.837158	-19.319624	-22.288885	-28.274223	-6.416509	-15.950837	-11.643716	-11.603887	-6.554701	-16.129202	-34.862209	-24.227081	-29.625658	-16.795645	-20.541721
meal	-12.580426	-20.017641	-26.354904	-11.488911	-19.457525	-19.548162	-18.892338	-11.079783	-23.837997	-21.760572	-8.303129	-24.067411	-14.033014	-10.710115	4.241751	-10.720649	-21.822870	-19.701347	6.586723	-1.500942	-25.192034	-11.344175	-15.396205	-21.716936	-10.961700	-21.392635	0.489812	-16.012075	-19.260967	-30.689337	-21.556171	-11.706141	-23.390854	1.735178	-5.746488	-22.373526	-11.146940	-0.779710	-19.130337	-14.435472	-18.597914	-18.156120	-25.124979	-13.269766
lagging	-23.266371	-15.618330	-29.143568	-14.429664	-20.655478	-25.879814	-22.277573	-17.123501	-22.138319	-16.386272	-24.597858	-26.248468	-4.595539	-20.380522	6.807604	-3.065878	-7.494924	-25.610098	7.667331	-12.690970	-24.542675	-1.600830	-16.704506	-33.851654	-20.172762	-19.395267	-3.332186	-9.179412	-15.200309	-24.177282	-20.719608	-22.641481	-23.902296	0.892602	-7.225246	7.073103	-5.778934	-2.016460	-14.645885	-19.363483	-22.882864	-24.164841	-27.266600	-23.085472
bushels	-19.160395	-9.618591	-17.538786	-11.730273	-13.555112	-12.844475	-11.684368	-14.140791	-18.624006	-12.297138	-19.687464	-18.278362	-12.563091	-11.500297	-5.979054	-11.325885	-16.550398	-22.351873	-3.282591	-2.146183	-6.721572	8.274514	-20.770348	-7.641194	-4.332509	-5.331794	-7.364136	-12.182739	-19.425114	-19.707773	-12.989808	-18.883335	-14.648277	-8.662220	-8.393095	-15.616413	-11.145366	-11.030393	5.039751	-23.294746	-18.902922	-17.499418	-21.691496	-13.767032
Corn	-16.995022	-12.106472	-13.601672	-13.669663	-9.001268	-13.917134	-12.505635	-14.137928	-10.355742	-9.833855	-9.617829	-19.176289	-9.180854	-10.594561	-0.002933	-6.234230	-18.413940	-10.027410	3.147677	7.876100	-8.116946	-7.955836	-7.910101	-20.008682	-17.365692	-14.941979	-7.478611	-10.180291	-31.296518	-17.394630	-11.898166	-10.322446	-13.653660	0.840488	-8.061607	-9.555725	-2.715935	-3.117225	-12.660553	-15.869290	-14.662429	-25.214575	-12.966699	-12.814574
wheat	-18.097069	-20.945866	-17.619946	-21.664738	-16.144646	-14.632238	-17.627110	-15.320886	-12.923745	-14.597017	-10.973125	-23.408253	-9.277733	3.300112	3.252563	-16.916525	-3.184688	-7.604666	5.524168	-7.400571	-26.621120	-7.264350	-17.016859	-19.580065	-6.406080	-18.439463	-5.416735	-17.674606	-7.822776	-12.055871	-17.533548	-13.141439	-14.698984	1.056571	-5.376499	-19.005816	-6.893192	-1.019467	-15.091557	-8.577861	-8.336064	-15.480647	-1.700150	-18.747051
Moody	-23.119425	-12.283461	-24.843557	-23.190420	-20.854399	-23.936979	-21.700975	-19.891106	-27.118710	-29.788204	-21.885725	-27.601391	-23.343391	-21.759109	4.100431	-5.585076	-6.608255	-30.245232	4.592859	10.310895	-2.688535	-6.186510	-24.587820	-26.419542	-15.403698	-17.331060	-1.853687	-16.431774	-22.384920	-17.292261	-19.871952	-23.866413	-4.456901	-0.557848	-11.117944	-10.135856	-6.740072	-3.233639	-16.959471	-24.299648	-20.271549	-24.374338	-17.484196	-18.067583
